,Unnamed: 0,surname,ethnicity
3804,3951,rossini,italian
3805,3952,rotolo,italian
3806,3953,rovigatti,italian
3807,3954,ruggeri,italian
3808,3955,russo,italian
3809,3956,rustici,italian
3810,3957,ruzzier,italian
3811,3958,sabbadin,italian
3812,3959,sacco,italian
3813,3960,salucci,italian
3814,3961,salvaggi,italian
3815,3962,salvai,italian
3816,3963,salvail,italian
3817,3964,salvatici,italian
3818,3965,salvay,italian
3819,3966,sansone,italian
3820,3967,santini,italian
3821,3968,santo,italian
3822,3969,santoro,italian
3823,3970,sapienti,italian
3824,3971,sarno,italian
3825,3972,sarti,italian
3826,3973,sartini,italian
3827,3974,sarto,italian
3828,3975,savona,italian
3829,3976,scarpa,italian
3830,3977,scarsi,italian
3831,3978,scavo,italian
3832,3979,sciacca,italian
3833,3980,sciacchitano,italian
3834,3981,sciarra,italian
3835,3982,scola,italian
3836,3983,scordato,italian
3837,3984,scotti,italian
3838,3985,scutese,italian
3839,3986,sebastiani,italian
3840,3987,sebastino,italian
3841,3988,segreti,italian
3842,3989,selmone,italian
3843,3990,selvaggio,italian
3844,3991,serafini,italian
3845,3992,serpico,italian
3846,3993,sessa,italian
3847,3994,sgro,italian
3848,3995,siena,italian
3849,3996,silvestri,italian
3850,3997,sinagra,italian
3851,3998,soldati,italian
3852,3999,somma,italian
3853,4000,sordi,italian
3854,4001,soriano,italian
3855,4002,sorrentino,italian
3856,4003,spada,italian
3857,4004,spano,italian
3858,4005,sparacello,italian
3859,4006,speziale,italian
3860,4007,spini,italian
3861,4008,stabile,italian
3862,4009,stablum,italian
3863,4010,stilo,italian
3864,4011,tafani,italian
3865,4012,tamaro,italian
3866,4013,tamboia,italian
3867,4014,tanzi,italian
3868,4015,tarantino,italian
3869,4016,taverna,italian
3870,4017,tedesco,italian
3871,4018,terranova,italian
3872,4019,terzi,italian
3873,4020,tessaro,italian
3874,4021,testa,italian
3875,4022,tiraboschi,italian
3876,4023,tivoli,italian
3877,4024,todaro,italian
3878,4025,toloni,italian
3879,4026,tornincasa,italian
3880,4027,toselli,italian
3881,4028,tosetti,italian
3882,4029,tosi,italian
3883,4030,tosto,italian
3884,4031,trapani,italian
3885,4032,traversa,italian
3886,4033,traversi,italian
3887,4034,traversini,italian
3888,4035,traverso,italian
3889,4036,trucco,italian
3890,4037,tumicelli,italian
3891,4038,turati,italian
3892,4039,turchi,italian
3893,4040,uberti,italian
3894,4041,uccello,italian
3895,4042,uggeri,italian
3896,4043,ughi,italian
3897,4044,ungaretti,italian
3898,4045,ungaro,italian
3899,4046,vacca,italian
3900,4047,vaccaro,italian
3901,4048,valenti,italian
3902,4049,valentini,italian
3903,4050,valerio,italian
3904,4051,varano,italian
3905,4052,ventimiglia,italian
3906,4053,verona,italian
3907,4054,veronesi,italian
3908,4055,vescovi,italian
3909,4056,vespa,italian
3910,4057,vestri,italian
3911,4058,vico,italian
3912,4059,vigo,italian
3913,4060,vinci,italian
3914,4061,viola,italian
3915,4062,vitali,italian
3916,4063,voltolini,italian
3917,4064,zanetti,italian
3918,4065,zangari,italian
3919,4066,zappa,italian
3920,4067,zeni,italian
3921,4068,zini,italian
3922,4069,zino,italian
3923,4070,zunino,italian
